,Property_name,Location,Rating,Review,Type_of_stay,Stay_duration_and_group_size,price,Taxes_and_charges_inr
1489,"Woods Villa Cottages Manali - 1,2,3,4 Cottages & Villas Available in manali with scenic mountain view",Manāli,9.2,Superb,"4×King Room with Balcony8 beds (4 doubles, 4 futons)Free cancellationNo prepayment needed– pay at the property","5 nights, 6 adults, 4 children","₹26,000","3,120"
1490,Hotel The Sita Classic - Best Selling Hotel In Manali,Manāli,9.3,Superb,4×King Room with Balcony4 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹22,550","2,706"
1491,Hotel Ocean Hill,"Old Manali, Manāli",7.1,Good,1×Superior Queen Room1 double bedFree cancellation,"5 nights, 6 adults, 4 children","₹16,490","1,979"
1492,"The Holly Woods Resort, Manali - Blissful View From Rooms",Manāli,8.6,Fabulous,"1×Duplex SuitePrivate suite•1 bedroom•1 living room•1 bathroom4 beds (2 extra-large doubles, 2 sofa beds)Free cancellationNo prepayment needed– pay at the property","5 nights, 6 adults, 4 children","₹21,285","2,554"
1493,Hotel Premium Mareema Near Beas River - BEST HOTEL IN MANALI,Manāli,,,4×Double Room4 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹103,478","12,417"
1494,Hotel D Kanchan Manali,"Old Manali, Manāli",6.6,Review score,"1×Comfort Triple Room2 beds (1 extra-large double, 1 sofa bed)Free cancellationNo prepayment needed– pay at the property","5 nights, 6 adults, 4 children","₹8,195",983
1495,Snow World,Manāli,,,,"5 nights, 6 adults, 4 children","₹17,000","2,040"
1496,The River Retreat,"Old Manali, Manāli",,Exceptional,"3×Quadruple Room with Balcony9 beds (3 large doubles, 6 futons)Free cancellationNo prepayment needed– pay at the property","5 nights, 6 adults, 4 children","₹15,310","1,837"
1497,Joeys Hostel Manali,"Old Manali, Manāli",,,2×Double or Twin Room2 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹17,243","2,069"
1498,Hotel Meadows Grass,"Old Manali, Manāli",9.3,Superb,2×Small Double Room2 double beds,"5 nights, 6 adults, 4 children","₹15,180","1,822"
1499,"Sita Hotel & Cottage, Manali - A Boutique Wellness Hotel",Manāli,8.8,Fabulous,5×King Room with Balcony5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹11,349","1,362"
1500,"Ganga Cottage !! 1,2,3 bedrooms cottage available near mall road manali","Aleo, Manāli",8.9,Fabulous,5×Deluxe Double Room with Balcony5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹14,063","1,688"
1501,"Woods Villa Cottages Manali - 1,2,3,4 Cottages & Villas Available in manali with scenic mountain view",Manāli,9.2,Superb,"1×Two-Bedroom CottageEntire bungalow•2 bedrooms•1 living room•2 bathrooms•70m²3 beds (2 extra-large doubles, 1 sofa bed)Free cancellationNo prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹25,480","3,058"
1502,Hotel Hollywood Manali - Scenic River & Mountain View With Premium Rooms Near Mall Road,Manāli,9.4,Superb,5×Deluxe Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹24,476","2,937"
1503,Jonpur Residency,"New Manali, Manāli",,Exceptional,5×Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹249,975","44,996"
1504,Himalayan adventure Cottages & Budget Friendly BNB Manali,Manāli,9.3,Superb,"5×Queen Room with Balcony10 beds (5 large doubles, 5 futons)Free cancellation","5 nights, 9 adults, 1 child","₹24,975","2,997"
1505,"The Holly Woods Resort, Manali - Blissful View From Rooms",Manāli,8.6,Fabulous,"1×Duplex SuitePrivate suite•1 bedroom•1 living room•1 bathroom4 beds (2 extra-large doubles, 2 sofa beds)Free cancellationNo prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹27,720","3,326"
1506,Kartik mountain View Cottage - A Hidden Gem - Best Selling Property in Manali,Manāli,8.3,Very good,5×Queen Room with Balcony5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹33,750","4,050"
1507,Hotel The Sita Classic - Best Selling Hotel In Manali,Manāli,9.3,Superb,5×King Room with Balcony5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹27,500","3,300"
1508,The Manu Emerald # farmHouse # top selling cottage in manali # peaceful heritage cozy stay # lawn with bonfire # most awarded,Manāli,8.3,Very good,"3×One-Bedroom Cottage3 entire bungalows•3 bedrooms•3 living rooms•3 bathrooms12 beds (3 extra-large doubles, 3 sofa beds, 6 futons)Free cancellationNo prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹27,000","3,240"
1509,"The RAMA Lodge, Manali - 1,2,3,4 Bedrooms independent Luxury Cottages available With Mountain View",Manāli,7.8,Good,3×One-Bedroom Cottage3 entire bungalows•3 bedrooms•3 bathrooms3 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹19,825","2,379"
1510,Hotel D Kanchan Manali,"Old Manali, Manāli",6.6,Review score,5×Deluxe Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹8,325",999
1511,Hotel Hilltop At Mall Road Manali With Open Terrace,"New Manali, Manāli",7.9,Good,5×Deluxe Room5 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹22,500","2,700"
1512,"Sparsh Resort, A Boutique Stay - Just 2kms uphill from Mall Road, near Old Manali","Old Manali, Manāli",8.9,Fabulous,5×Superior King Room5 double bedsFree cancellation,"5 nights, 9 adults, 1 child","₹42,365","5,084"
1513,"The Himalayan Cottage Camping With Bonfire, Manali - A Riverside Retreat",Manāli,,Exceptional,5×Queen Room with Garden View5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹24,226","2,907"
1514,Hotel Himalayan Valley View Retreat - Best Selling Riverside Hotel in Manali,Manāli,9.2,Superb,5×Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹37,481","4,498"
1515,Hotel Mountain face by Snow City Hotels,Manāli,8.7,Fabulous,5×Double Room with Garden View5 double bedsFree cancellation,"5 nights, 9 adults, 1 child","₹40,966","4,916"
1516,"Manu Villa, Manali - independent luxury villas for family",Manāli,,Exceptional,"3×One-Bedroom Villa3 entire villas•3 bedrooms•3 living rooms•3 bathrooms12 beds (3 extra-large doubles, 9 sofa beds)Free cancellationNo prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹29,985","3,598"
1517,"The Himalayan Vilo Resort - A Riverside Resort, Manali",Manāli,9.1,Superb,5×King Room with Balcony5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹43,125","5,175"
1518,Bentenwood Resort - A Beutiful Scenic Mountain & River View,Manāli,8.9,Fabulous,5×Queen Room with Balcony5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹32,738","3,929"
1519,Hotel SSP INN Near Mall Road Manali,"New Manali, Manāli",8.0,Very good,5×Superior King Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹55,271","6,633"
1520,"Hotel The Hadimba Palace, Manali",Manāli,6.9,Review score,2×Deluxe Queen Room with Two Queen Beds4 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹29,250","3,510"
1521,Royal Majestic View Point Lodge,"New Manali, Manāli",7.1,Good,5×Deluxe Room5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹18,750","2,250"
1522,"The Hollywood Classic, Manali - A hotel facing towards snow capped mountain & river",Manāli,8.9,Fabulous,"1×King Room2 beds (1 extra-large double, 1 futon)Free cancellationNo prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹29,280","3,514"
1523,Ocean Inn,"Old Manali, Manāli",7.9,Good,2×Superior Queen Room2 large double beds,"5 nights, 9 adults, 1 child","₹20,568","2,468"
1524,Maa Tara Cottage,Shimla,,,5×Double Room50 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹46,250","5,550"
1525,Purple Edge - Simla Royale - Near Mall Road,Shimla,8.3,Very good,2×Deluxe King Room2 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹37,200","4,464"
1526,PerfectStayz Shimla,Shimla,8.8,Fabulous,"1×Two-Bedroom HouseEntire holiday home•2 bedrooms•1 living room•3 bathrooms•1 kitchen•139m²3 beds (1 sofa bed, 2 large doubles)Free cancellation","5 nights, 9 adults, 1 child","₹53,932","6,472"
1527,Mountain Zest- Simla Royale Near Mall Road Free Pickup From Railway station simla,Shimla,7.6,Good,5×King Room with Mountain View5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹61,250","7,350"
1528,Royal Green Mashobra - Mountain and valley view rooms,Shimla,8.5,Very good,5×King Room with Balcony5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹28,500","3,420"
1529,"Treebo Maharaja, Near Mall Road",Shimla,7.6,Good,2×Economy Double Room2 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹45,264","5,432"
1530,Treebo Varuna With Mountain View,Shimla,6.8,Review score,1×Standard Double Room With Valley View1 large double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹56,258","6,751"
1531,The Namah Retreat By PerfectStayz,Shimla,8.4,Very good,3×King Room with Balcony3 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹42,476","5,097"
1532,"El Cielo, B&B",Shimla,8.1,Very good,5×Deluxe Room5 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹37,500","4,500"
1533,Hotel Victory since 1979,Shimla,8.3,Very good,5×Standard Double Room5 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹75,000","9,000"
1534,The Charvi Retreat by Exotic Stays,Shimla,7.8,Good,5×Double Room with Mountain View5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹42,300","5,076"
1535,Hotel Taj Palace by Kalra Hospitality Near Mall Road,Shimla,7.6,Good,5×Deluxe Room5 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹36,000","4,320"
1536,Hotel Avalanche,Shimla,7.1,Good,1×Budget Double Room1 double bedFree cancellation,"5 nights, 9 adults, 1 child","₹24,475","2,937"
1537,"The Hostelers Homestay Shiimla - Near HPU, Bypass Crossing, ISBT and Advance Study",Shimla,8.1,Very good,"2×Triple Room4 beds (2 singles, 2 doubles)Free cancellationNo prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹20,385","2,446"
1538,Hotel fingask,Shimla,,,5×Deluxe Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹22,500","2,700"
1539,Gupta B&B,Shimla,,,5×Deluxe Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹30,000","3,600"
1540,Hotel Gujral,Shimla,,,,"5 nights, 9 adults, 1 child","₹40,000","7,200"
1541,Krishna B&B Near Mall Road Shimla,Shimla,9.6,Exceptional,1×Superior King Room1 extra-large double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹26,400","3,168"
1542,Northern View Haward,Shimla,8.8,Fabulous,5×Deluxe Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹23,726","2,847"
1543,Shimla Hills Apartments 2BHK,Shimla,9.0,Superb,"2×Two-Bedroom Apartment2 entire apartments•4 bedrooms•2 bathrooms•2 kitchens4 beds (2 doubles, 2 extra-large doubles)Free cancellationNo prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹28,000","3,360"
1544,"Treebo Greenland, Mall Road",Shimla,5.3,Review score,2×Economy Double Room2 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹55,575","6,669"
1545,Krishna Hill Stay Near Mall Road,Shimla,8.2,Very good,2×Standard Double Room2 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹26,900","3,228"
1546,Himalayan Hideaway,Shimla,8.0,Very good,1×Deluxe Family Room6 single bedsFree stay for your childFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹33,725","4,047"
1547,Avadh Palace,Shimla,,,1×Deluxe King Room1 double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹102,500","12,300"
1548,GS cottage near Mall Road,Shimla,8.9,Fabulous,"2×Family Room with Mountain View4 beds (2 singles, 2 large doubles)Free cancellationNo prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹57,000","6,840"
1549,Purple Edge - Simla Royale - Near Mall Road,Shimla,8.3,Very good,2×Deluxe King Room2 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹37,200","4,464"
1550,Treebo Varuna With Mountain View,Shimla,6.8,Review score,1×Standard Double Room With Valley View1 large double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹56,258","6,751"
1551,"Treebo Maharaja, Near Mall Road",Shimla,7.6,Good,1×Standard Double Room1 extra-large double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹43,664","5,240"
1552,Royal Green Mashobra - Mountain and valley view rooms,Shimla,8.5,Very good,5×King Room with Balcony5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹28,500","3,420"
1553,Mountain Zest- Simla Royale Near Mall Road Free Pickup From Railway station simla,Shimla,7.6,Good,5×King Room with Mountain View5 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹58,188","6,983"
1554,Hotel fingask,Shimla,,,5×Deluxe Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹22,500","2,700"
1555,"The Hostelers Homestay Shiimla - Near HPU, Bypass Crossing, ISBT and Advance Study",Shimla,8.1,Very good,"2×Triple Room4 beds (2 singles, 2 doubles)Free cancellationNo prepayment needed– pay at the property","5 nights, 10 adults","₹20,385","2,446"
1556,Gupta B&B,Shimla,,,5×Deluxe Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹30,000","3,600"
1557,Seobaghcottages,Shimla,,,5×Double Room10 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹35,063","4,208"
1558,Northern View Haward,Shimla,8.8,Fabulous,5×Deluxe Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹23,726","2,847"
1559,Hotel Gujral,Shimla,,,,"5 nights, 10 adults","₹40,000","7,200"
1560,Krishna Hill Stay Near Mall Road,Shimla,8.2,Very good,2×Standard Double Room2 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹26,900","3,228"
1561,Shimla Hills Apartments 2BHK,Shimla,9.0,Superb,"2×Two-Bedroom Apartment2 entire apartments•4 bedrooms•2 bathrooms•2 kitchens4 beds (2 doubles, 2 extra-large doubles)Free cancellationNo prepayment needed– pay at the property","5 nights, 10 adults","₹28,000","3,360"
